id,name,description,unitOfMeasurement,observationType,observedArea,phenomenonTime,resultTime,thing_id,sensor_id,observedproperty_id
49,CO2 Sensor_49,A datastream that provides the measurements from aCO2 Sensor_49 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",49,49,49
50,Motion Sensor_50,A datastream that provides the measurements from aMotion Sensor_50 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",50,50,50
51,Motion Sensor_51,A datastream that provides the measurements from aMotion Sensor_51 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",51,51,51
52,Temperature Sensor_52,A datastream that provides the measurements from aTemperature Sensor_52 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",52,52,52
53,CO2 Sensor_53,A datastream that provides the measurements from aCO2 Sensor_53 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",53,53,53
54,Motion Sensor_54,A datastream that provides the measurements from aMotion Sensor_54 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",54,54,54
55,Temperature Sensor_55,A datastream that provides the measurements from aTemperature Sensor_55 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",55,55,55
56,Temperature Sensor_56,A datastream that provides the measurements from aTemperature Sensor_56 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",56,56,56
57,CO2 Sensor_57,A datastream that provides the measurements from aCO2 Sensor_57 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",57,57,57
58,Temperature Sensor_58,A datastream that provides the measurements from aTemperature Sensor_58 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",58,58,58
59,CO2 Sensor_59,A datastream that provides the measurements from aCO2 Sensor_59 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",59,59,59
60,Temperature Sensor_60,A datastream that provides the measurements from aTemperature Sensor_60 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",60,60,60
61,Pressure Sensor_61,A datastream that provides the measurements from aPressure Sensor_61 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",61,61,61
62,CO2 Sensor_62,A datastream that provides the measurements from aCO2 Sensor_62 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",62,62,62
63,Pressure Sensor_63,A datastream that provides the measurements from aPressure Sensor_63 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",63,63,63
64,CO2 Sensor_64,A datastream that provides the measurements from aCO2 Sensor_64 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",64,64,64
65,Light Sensor_65,A datastream that provides the measurements from aLight Sensor_65 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",65,65,65
66,Pressure Sensor_66,A datastream that provides the measurements from aPressure Sensor_66 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",66,66,66
67,Pressure Sensor_67,A datastream that provides the measurements from aPressure Sensor_67 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",67,67,67
68,Humidity Sensor_68,A datastream that provides the measurements from aHumidity Sensor_68 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",68,68,68
69,CO2 Sensor_69,A datastream that provides the measurements from aCO2 Sensor_69 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",69,69,69
70,Temperature Sensor_70,A datastream that provides the measurements from aTemperature Sensor_70 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",70,70,70
71,Light Sensor_71,A datastream that provides the measurements from aLight Sensor_71 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",71,71,71
72,CO2 Sensor_72,A datastream that provides the measurements from aCO2 Sensor_72 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",72,72,72
73,Light Sensor_73,A datastream that provides the measurements from aLight Sensor_73 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",73,73,73
74,CO2 Sensor_74,A datastream that provides the measurements from aCO2 Sensor_74 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",74,74,74
75,Pressure Sensor_75,A datastream that provides the measurements from aPressure Sensor_75 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",75,75,75
76,Light Sensor_76,A datastream that provides the measurements from aLight Sensor_76 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",76,76,76
77,Pressure Sensor_77,A datastream that provides the measurements from aPressure Sensor_77 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",77,77,77
78,Humidity Sensor_78,A datastream that provides the measurements from aHumidity Sensor_78 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",78,78,78
79,Temperature Sensor_79,A datastream that provides the measurements from aTemperature Sensor_79 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",79,79,79
80,CO2 Sensor_80,A datastream that provides the measurements from aCO2 Sensor_80 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",80,80,80
81,Humidity Sensor_81,A datastream that provides the measurements from aHumidity Sensor_81 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",81,81,81
82,Temperature Sensor_82,A datastream that provides the measurements from aTemperature Sensor_82 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",82,82,82
83,Pressure Sensor_83,A datastream that provides the measurements from aPressure Sensor_83 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",83,83,83
84,CO2 Sensor_84,A datastream that provides the measurements from aCO2 Sensor_84 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",84,84,84
85,Pressure Sensor_85,A datastream that provides the measurements from aPressure Sensor_85 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",85,85,85
86,CO2 Sensor_86,A datastream that provides the measurements from aCO2 Sensor_86 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",86,86,86
87,CO2 Sensor_87,A datastream that provides the measurements from aCO2 Sensor_87 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",87,87,87
88,Light Sensor_88,A datastream that provides the measurements from aLight Sensor_88 sensor,"{""name"": ""degree Celsius"",""symbol"": ""degC"",""definition"": ""http://www.qudt.org/qudt/owl/1.0.0/unit/Instances.html#DegreeCelsius""}",http://www.opengis.net/def/observationType/OGC-OM/2.0/OM_Measurement,0103000020E61000000100000005000000BA490C022B7F52C0355EBA490C624440BA490C022B7F52C0FCA9F1D24D624440F4FDD478E97E52C0FCA9F1D24D624440F4FDD478E97E52C0355EBA490C624440BA490C022B7F52C0355EBA490C624440,"[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)","[2023-03-25 14:00:00+00,2023-03-25 15:00:00+00)",88,88,88
