id,name,description,encodingType,location,properties
207,Room No 207,A sensor that measures the Room No 207 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
208,Room No 208,A sensor that measures the Room No 208 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
209,Room No 209,A sensor that measures the Room No 209 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
210,Room No 210,A sensor that measures the Room No 210 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
211,Room No 211,A sensor that measures the Room No 211 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
212,Room No 212,A sensor that measures the Room No 212 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
213,Room No 213,A sensor that measures the Room No 213 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
214,Room No 214,A sensor that measures the Room No 214 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
215,Room No 215,A sensor that measures the Room No 215 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
216,Room No 216,A sensor that measures the Room No 216 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
217,Room No 217,A sensor that measures the Room No 217 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
218,Room No 218,A sensor that measures the Room No 218 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
219,Room No 219,A sensor that measures the Room No 219 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
220,Room No 220,A sensor that measures the Room No 220 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
221,Room No 221,A sensor that measures the Room No 221 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
222,Room No 222,A sensor that measures the Room No 222 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
223,Room No 223,A sensor that measures the Room No 223 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
224,Room No 224,A sensor that measures the Room No 224 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
225,Room No 225,A sensor that measures the Room No 225 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
226,Room No 226,A sensor that measures the Room No 226 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
227,Room No 227,A sensor that measures the Room No 227 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
228,Room No 228,A sensor that measures the Room No 228 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
229,Room No 229,A sensor that measures the Room No 229 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
230,Room No 230,A sensor that measures the Room No 230 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
231,Room No 231,A sensor that measures the Room No 231 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
232,Room No 232,A sensor that measures the Room No 232 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
233,Room No 233,A sensor that measures the Room No 233 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
234,Room No 234,A sensor that measures the Room No 234 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
235,Room No 235,A sensor that measures the Room No 235 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
236,Room No 236,A sensor that measures the Room No 236 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
237,Room No 237,A sensor that measures the Room No 237 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
238,Room No 238,A sensor that measures the Room No 238 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
239,Room No 239,A sensor that measures the Room No 239 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
240,Room No 240,A sensor that measures the Room No 240 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
241,Room No 241,A sensor that measures the Room No 241 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
242,Room No 242,A sensor that measures the Room No 242 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
243,Room No 243,A sensor that measures the Room No 243 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
244,Room No 244,A sensor that measures the Room No 244 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
245,Room No 245,A sensor that measures the Room No 245 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
246,Room No 246,A sensor that measures the Room No 246 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
247,Room No 247,A sensor that measures the Room No 247 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
248,Room No 248,A sensor that measures the Room No 248 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
249,Room No 249,A sensor that measures the Room No 249 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
250,Room No 250,A sensor that measures the Room No 250 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
251,Room No 251,A sensor that measures the Room No 251 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
252,Room No 252,A sensor that measures the Room No 252 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
253,Room No 253,A sensor that measures the Room No 253 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
254,Room No 254,A sensor that measures the Room No 254 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
255,Room No 255,A sensor that measures the Room No 255 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
256,Room No 256,A sensor that measures the Room No 256 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
257,Room No 257,A sensor that measures the Room No 257 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
258,Room No 258,A sensor that measures the Room No 258 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
259,Room No 259,A sensor that measures the Room No 259 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
260,Room No 260,A sensor that measures the Room No 260 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
261,Room No 261,A sensor that measures the Room No 261 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
262,Room No 262,A sensor that measures the Room No 262 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
263,Room No 263,A sensor that measures the Room No 263 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
264,Room No 264,A sensor that measures the Room No 264 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
265,Room No 265,A sensor that measures the Room No 265 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
266,Room No 266,A sensor that measures the Room No 266 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
267,Room No 267,A sensor that measures the Room No 267 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
268,Room No 268,A sensor that measures the Room No 268 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
269,Room No 269,A sensor that measures the Room No 269 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
270,Room No 270,A sensor that measures the Room No 270 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
271,Room No 271,A sensor that measures the Room No 271 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
272,Room No 272,A sensor that measures the Room No 272 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
273,Room No 273,A sensor that measures the Room No 273 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
274,Room No 274,A sensor that measures the Room No 274 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
275,Room No 275,A sensor that measures the Room No 275 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
276,Room No 276,A sensor that measures the Room No 276 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
277,Room No 277,A sensor that measures the Room No 277 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
278,Room No 278,A sensor that measures the Room No 278 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
279,Room No 279,A sensor that measures the Room No 279 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
280,Room No 280,A sensor that measures the Room No 280 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
281,Room No 281,A sensor that measures the Room No 281 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
282,Room No 282,A sensor that measures the Room No 282 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
283,Room No 283,A sensor that measures the Room No 283 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
284,Room No 284,A sensor that measures the Room No 284 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
285,Room No 285,A sensor that measures the Room No 285 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
286,Room No 286,A sensor that measures the Room No 286 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
287,Room No 287,A sensor that measures the Room No 287 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
288,Room No 288,A sensor that measures the Room No 288 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
289,Room No 289,A sensor that measures the Room No 289 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
290,Room No 290,A sensor that measures the Room No 290 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
291,Room No 291,A sensor that measures the Room No 291 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
292,Room No 292,A sensor that measures the Room No 292 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
293,Room No 293,A sensor that measures the Room No 293 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
294,Room No 294,A sensor that measures the Room No 294 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
295,Room No 295,A sensor that measures the Room No 295 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
296,Room No 296,A sensor that measures the Room No 296 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
297,Room No 297,A sensor that measures the Room No 297 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
298,Room No 298,A sensor that measures the Room No 298 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
299,Room No 299,A sensor that measures the Room No 299 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
300,Room No 300,A sensor that measures the Room No 300 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
301,Room No 301,A sensor that measures the Room No 301 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
302,Room No 302,A sensor that measures the Room No 302 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
303,Room No 303,A sensor that measures the Room No 303 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
304,Room No 304,A sensor that measures the Room No 304 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
305,Room No 305,A sensor that measures the Room No 305 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
306,Room No 306,A sensor that measures the Room No 306 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
307,Room No 307,A sensor that measures the Room No 307 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
308,Room No 308,A sensor that measures the Room No 308 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
309,Room No 309,A sensor that measures the Room No 309 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
310,Room No 310,A sensor that measures the Room No 310 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
311,Room No 311,A sensor that measures the Room No 311 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
312,Room No 312,A sensor that measures the Room No 312 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
313,Room No 313,A sensor that measures the Room No 313 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
314,Room No 314,A sensor that measures the Room No 314 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
315,Room No 315,A sensor that measures the Room No 315 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
316,Room No 316,A sensor that measures the Room No 316 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
317,Room No 317,A sensor that measures the Room No 317 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
318,Room No 318,A sensor that measures the Room No 318 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
319,Room No 319,A sensor that measures the Room No 319 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
320,Room No 320,A sensor that measures the Room No 320 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
321,Room No 321,A sensor that measures the Room No 321 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
322,Room No 322,A sensor that measures the Room No 322 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
323,Room No 323,A sensor that measures the Room No 323 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
324,Room No 324,A sensor that measures the Room No 324 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
325,Room No 325,A sensor that measures the Room No 325 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
326,Room No 326,A sensor that measures the Room No 326 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
327,Room No 327,A sensor that measures the Room No 327 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
328,Room No 328,A sensor that measures the Room No 328 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
329,Room No 329,A sensor that measures the Room No 329 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
330,Room No 330,A sensor that measures the Room No 330 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
331,Room No 331,A sensor that measures the Room No 331 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
332,Room No 332,A sensor that measures the Room No 332 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
333,Room No 333,A sensor that measures the Room No 333 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
334,Room No 334,A sensor that measures the Room No 334 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
335,Room No 335,A sensor that measures the Room No 335 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
336,Room No 336,A sensor that measures the Room No 336 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
337,Room No 337,A sensor that measures the Room No 337 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
338,Room No 338,A sensor that measures the Room No 338 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
339,Room No 339,A sensor that measures the Room No 339 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
340,Room No 340,A sensor that measures the Room No 340 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
341,Room No 341,A sensor that measures the Room No 341 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
342,Room No 342,A sensor that measures the Room No 342 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
343,Room No 343,A sensor that measures the Room No 343 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
344,Room No 344,A sensor that measures the Room No 344 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
345,Room No 345,A sensor that measures the Room No 345 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
346,Room No 346,A sensor that measures the Room No 346 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
347,Room No 347,A sensor that measures the Room No 347 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
348,Room No 348,A sensor that measures the Room No 348 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
349,Room No 349,A sensor that measures the Room No 349 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
350,Room No 350,A sensor that measures the Room No 350 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
351,Room No 351,A sensor that measures the Room No 351 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
352,Room No 352,A sensor that measures the Room No 352 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
353,Room No 353,A sensor that measures the Room No 353 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
354,Room No 354,A sensor that measures the Room No 354 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
355,Room No 355,A sensor that measures the Room No 355 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
356,Room No 356,A sensor that measures the Room No 356 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
357,Room No 357,A sensor that measures the Room No 357 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
358,Room No 358,A sensor that measures the Room No 358 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
359,Room No 359,A sensor that measures the Room No 359 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
360,Room No 360,A sensor that measures the Room No 360 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
361,Room No 361,A sensor that measures the Room No 361 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
362,Room No 362,A sensor that measures the Room No 362 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
363,Room No 363,A sensor that measures the Room No 363 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
364,Room No 364,A sensor that measures the Room No 364 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
365,Room No 365,A sensor that measures the Room No 365 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
366,Room No 366,A sensor that measures the Room No 366 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
367,Room No 367,A sensor that measures the Room No 367 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
368,Room No 368,A sensor that measures the Room No 368 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
369,Room No 369,A sensor that measures the Room No 369 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
370,Room No 370,A sensor that measures the Room No 370 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
371,Room No 371,A sensor that measures the Room No 371 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
372,Room No 372,A sensor that measures the Room No 372 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
373,Room No 373,A sensor that measures the Room No 373 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
374,Room No 374,A sensor that measures the Room No 374 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
375,Room No 375,A sensor that measures the Room No 375 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
376,Room No 376,A sensor that measures the Room No 376 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
377,Room No 377,A sensor that measures the Room No 377 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
378,Room No 378,A sensor that measures the Room No 378 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
379,Room No 379,A sensor that measures the Room No 379 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
380,Room No 380,A sensor that measures the Room No 380 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
381,Room No 381,A sensor that measures the Room No 381 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
382,Room No 382,A sensor that measures the Room No 382 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
383,Room No 383,A sensor that measures the Room No 383 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
384,Room No 384,A sensor that measures the Room No 384 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
385,Room No 385,A sensor that measures the Room No 385 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
386,Room No 386,A sensor that measures the Room No 386 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
387,Room No 387,A sensor that measures the Room No 387 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
388,Room No 388,A sensor that measures the Room No 388 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
389,Room No 389,A sensor that measures the Room No 389 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
390,Room No 390,A sensor that measures the Room No 390 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
391,Room No 391,A sensor that measures the Room No 391 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
392,Room No 392,A sensor that measures the Room No 392 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
393,Room No 393,A sensor that measures the Room No 393 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
394,Room No 394,A sensor that measures the Room No 394 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
395,Room No 395,A sensor that measures the Room No 395 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
396,Room No 396,A sensor that measures the Room No 396 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
397,Room No 397,A sensor that measures the Room No 397 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
398,Room No 398,A sensor that measures the Room No 398 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
399,Room No 399,A sensor that measures the Room No 399 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
400,Room No 400,A sensor that measures the Room No 400 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
401,Room No 401,A sensor that measures the Room No 401 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
402,Room No 402,A sensor that measures the Room No 402 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
403,Room No 403,A sensor that measures the Room No 403 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
404,Room No 404,A sensor that measures the Room No 404 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
405,Room No 405,A sensor that measures the Room No 405 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
406,Room No 406,A sensor that measures the Room No 406 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
407,Room No 407,A sensor that measures the Room No 407 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
408,Room No 408,A sensor that measures the Room No 408 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
409,Room No 409,A sensor that measures the Room No 409 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
410,Room No 410,A sensor that measures the Room No 410 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
411,Room No 411,A sensor that measures the Room No 411 in a room,application/vnd.geo+json,0101000020E6100000BA490C022B7F52C0355EBA490C624440,{}
